word,log_odds_ratio
randall,0.71422
random,-0.02787
randomized,-0.31625
randomly,-0.53046
randy,-0.11198
range,-0.15425
ranged,-0.26812
ranges,-0.06602
ranging,0.13206
ranibizumab,0.41227
rank,0.11088
ranked,0.11109
ranking,0.41284
rapid,-0.16105
rapidly,-0.26185
rare,-0.08131
rarely,-0.10213
rarer,0.41227
rash,-0.34496
rashes,-0.33075
rate,-0.10867
rated,-0.25955
rates,-0.18751
rather,-0.07575
rating,0.19084
ratio,-0.54484
rational,-0.28813
rationing,-0.28813
ratios,-0.06557
ratner,0.11088
rats,0.02674
ravaged,0.11088
ravages,-0.06557
raves,0.41227
raw,-0.33075
ray,0.02107
raynaud,0.41227
rays,-0.06695
reabsorbing,0.41227
reach,-0.1916
reached,-0.15613
reaching,-0.54716
react,0.16986
reacted,0.4134
reaction,-0.02461
reactions,-0.23927
reactive,-0.02787
read,-0.09712
reader,-0.19086
readers,-0.43818
readied,0.41227
readily,-0.17028
reading,-0.29463
readings,0.41512
readmission,0.41227
readmissions,0.41227
readout,-0.06557
ready,-0.28026
real,-0.19318
realign,0.41227
realistic,-0.33075
reality,-0.22466
realize,-0.13436
realized,-0.43818
really,-0.21968
reanalysis,0.41227
reap,0.41284
reason,-0.13274
reasonable,-0.19449
reasonably,-0.54484
reasoning,-0.06572
reasons,-0.40862
reassurance,-0.36767
reassure,-0.19086
reassured,-0.43497
reassuring,-0.04114
rebbeck,0.41227
reboot,0.41227
rebound,-0.06557
rebuilds,0.41227
recall,-0.89559
recalled,0.11236
recalling,0.11088
recalls,-0.41662
receive,-0.27212
received,-0.21527
receives,-0.06587
receiving,-0.09564
recent,-0.3821
recently,-0.21088
receptive,-0.06557
receptor,-0.34191
receptors,-0.81586
recession,0.41227
rechargeable,0.11088
recipient,-0.36767
recipients,0.23795
reclining,0.41227
recognised,0.41227
recognition,-0.06587
recognize,-0.02461
recognized,-0.16401
recognizes,-0.36767
recognizing,-0.13302
recollections,0.11088
recommend,-0.3154
recommendation,-0.06726
recommendations,-0.32554
recommended,-0.35829
recommending,-0.65218
recommends,-0.20593
reconsider,0.01382
reconstruction,0.71572
record,-0.19397
recorded,0.15008
recording,0.28811
recordings,0.11109
records,-0.40688
recover,-0.12125
recovered,-0.43497
recovering,0.01388
recovers,0.41227
recovery,-0.15736
recreational,0.11193
recruit,0.4134
recruited,0.16715
recruiting,0.23639
rectal,0.15784
recuperating,0.41227
recur,-0.06572
recurred,-0.19086
recurrence,-0.25938
recurrences,-0.54484
recurrent,0.11193
recurring,-0.01436
recurs,0.11088
red,-0.01046
redberg,-0.28813
reddy,-0.19086
redness,-0.01436
redo,0.41227
redone,0.41227
reduce,-0.06566
reduced,-0.07298
reduces,-0.0416
reducing,-0.072
reduction,-0.19297
reductions,-0.36436
reed,0.41227
reeling,0.11088
rees,0.41227
reese,0.41227
refer,-0.49333
reference,0.01382
referrals,-0.28813
referred,-0.19449
referring,-0.10114
refers,-0.19137
refilled,0.41227
refine,-0.06557
refined,-0.24288
refinement,0.41227
refining,-0.28813
reflect,-0.35255
reflected,0.11088
reflecting,-0.19086
reflection,-0.06557
reflects,-0.46689
reflexes,0.71422
reflux,-0.06557
reform,-0.19086
refractory,-0.19086
refrain,0.11088
refuse,0.04399
refused,-0.28813
refutes,0.71422
regain,-0.49528
regard,0.41397
regarding,-0.09017
regardless,-0.05004
regenerate,0.34781
regenerated,0.41227
regenerating,0.11088
regeneration,0.20935
regenerative,0.2677
regimen,-0.19663
regimens,-0.06602
region,-0.02009
regions,0.26986
register,0.01382
registered,-0.10114
registry,-0.04114
regrow,-0.19086
regular,-0.143
regularly,-0.08737
regulate,-0.70976
regulated,-0.79724
regulates,-0.02787
regulating,-0.49528
regulation,-0.01445
regulations,-0.36767
regulator,0.11109
regulators,-0.03625
regulatory,-0.4554
rehab,-0.06587
rehabilitation,-0.31231
reich,0.11088
reimburse,0.41227
reimbursing,0.41227
rein,0.11088
reinberg,-0.80711
reinforce,0.11088
reining,0.41227
reintroduce,0.41227
reintroduced,-0.06557
reiterated,0.41227
reject,-0.43497
rejected,-0.70598
rejecting,-0.06557
rejection,-0.19137
rejuvenating,0.41227
relapse,-0.12556
relapsed,-0.3689
relapses,-0.40402
relapsing,-0.13302
relate,0.28811
related,-0.09255
relation,0.59192
relations,-0.19086
relationship,-0.00887
relationships,-0.28988
relative,-0.34191
relatively,0.01746
relatives,-0.01436
relax,0.15784
relaxation,-0.16401
relaxed,-0.49333
relaxing,-0.36767
release,0.5123
released,-0.08867
releases,-0.06602
releasing,-0.70598
relevance,-0.06557
relevant,-0.16401
reliable,-0.13573
reliably,-0.02787
reliant,0.11088
relied,0.04399
relief,0.02059
relies,0.20935
relieve,0.06198
relieved,-0.49528
reliever,-0.43497
relievers,-0.43497
relieves,0.19084
relieving,0.04426
reluctance,0.11109
reluctant,-0.43818
rely,-0.11281
relying,-0.24288
remain,-0.31303
remained,-0.11535
remaining,-0.43818
remains,-0.31328
remarkable,0.113
remarkably,-0.54484
remedies,-0.19292
remedy,-0.28988
remember,0.16715
remembering,-0.36767
remembers,-0.06587
remind,0.41227
reminder,-0.43497
remission,-0.51235
remitting,0.11088
remote,0.16986
remotely,0.11088
removal,-0.09339
remove,-0.08867
removed,-0.09932
removes,0.01388
removing,-0.11826
rena,0.41227
renal,-0.19086
render,-0.19086
renders,0.41227
renew,0.11088
renewed,-0.28813
renowned,0.41227
rent,0.41227
reoperation,0.41227
rep,0.41227
repair,0.06835
repaired,0.53927
repairing,-0.01436
repeat,-0.3258
repeated,-0.28298
repeatedly,-0.09456
repeating,-0.06557
repetitive,-0.3689
replace,0.00827
replaced,-0.43818
replacement,0.18693
replacements,0.47462
replaces,-0.19086
replacing,0.11214
replenish,0.11088
replenishing,0.41227
replicate,0.35734
replicated,-0.06617
replication,-0.06572
replied,0.41284
report,-0.23946
reported,-0.14057
reporter,-0.33764
reporters,-0.06572
reporting,-0.06648
reports,-0.08221
represent,-0.19397
representative,-0.24288
representatives,0.11088
representing,0.11109
represents,-0.19397
reproducible,-0.06557
reproduction,0.41454
reproductive,-0.15493
reprogrammed,0.11088
reprogramming,0.71422
republic,-0.03585
republican,0.41227
repurposed,0.11088
repurposing,0.41227
reputation,-0.54484
requested,0.01382
requests,-0.06557
require,-0.14148
required,-0.15587
requirement,0.11109
requirements,0.16986
requires,-0.01995
requiring,0.11214
res,0.41227
rescue,-0.19189
research,-0.08844
researcher,-0.12289
researchers,-0.05937
researches,0.11109
researching,-0.13302
resection,0.71422
resemble,-0.06557
resembles,0.23639
resembling,0.41227
reserve,0.11109
reserved,-0.3689
reserves,0.41227
reset,0.71422
resetting,0.11088
reshape,0.71422
reshaping,0.41227
residence,0.41227
residency,-0.06557
resident,0.41801
resides,0.41227
residual,0.23639
resistance,0.29044
resistant,-0.06758
resisted,0.41284
resolution,0.20935
resolve,-0.11198
resolved,0.16986
resonance,0.64071
resort,-0.70598
resorted,0.11088
resounding,0.41227
resoundingly,0.41227
resource,0.04399
resources,-0.21909
respect,-0.33075
respectable,0.41227
respectively,-0.25471
respirator,0.41227
respiratory,-0.00049
respond,-0.11531
responded,-0.44143
responding,0.01394
responds,-0.25955
response,-0.0346
responses,0.08296
responsibility,-0.06557
responsible,-0.13178
rest,-0.16161
restaurant,-0.15374
resting,-0.06572
restore,0.11322
restored,-0.19137
restores,0.11109
restoring,0.01382
restrict,-0.49333
restricted,-0.15374
restrictions,-0.43497
restricts,0.11109
rests,-0.06557
result,-0.05723
resulted,-0.20957
resulting,-0.00049
results,-0.19623
resume,-0.43497
resumed,0.41284
resurfacing,0.41227
resurgence,0.41227
resuscitation,0.11088
resveratrol,-0.13302
resynchronization,0.71422
retailers,0.41227
retain,0.28811
retardation,0.11088
retention,0.41397
rethink,-0.43497
retina,0.11193
retinal,0.04399
retinas,0.41227
retinol,0.11088
retinopathy,-0.19086
retinyl,0.41227
retired,-0.38949
retiree,0.11088
retirement,0.41227
retreat,-0.06557
retrieve,-0.19086
retriever,0.11088
retrieving,-0.19086
retrograde,0.23639
retrospectively,0.11088
retroviruses,0.41227
return,0.0645
returned,-0.20957
returning,0.34781
returns,-0.06587
reunion,-0.10114
reuter,0.41227
reuteri,0.41227
reuters,0.09536
rev,-0.06557
reveal,0.00155
revealed,0.22661
revealing,-0.28813
reveals,-0.06587
revenue,0.1113
revenues,0.41227
reversal,0.01382
reverse,-0.24711
reversed,-0.01445
reverses,0.41284
reversing,0.1113
review,-0.35526
reviewed,-0.13842
reviewer,0.41227
reviewing,-0.41662
reviews,0.14469
revise,0.11088
revised,-0.43497
revising,0.41227
revisit,0.11088
revival,0.41227
revived,0.11088
revolution,0.4134
revolutionary,0.11109
revolutionized,0.41227
reward,-0.25955
rewiring,0.41227
rex,0.41227
reynolds,-0.19086
rheumatoid,0.11193
rheumatologist,0.41284
rheumatology,0.41397
rhode,0.41227
rhythm,-0.00755
rhythmic,0.41284
rhythms,0.1113
rib,0.41227
ribs,0.41227
rica,-0.0033
ricardo,0.11088
rice,-0.13369
rich,-0.31395
richard,-0.13178
richert,0.41227
richman,0.41227
richmond,0.23639
rick,-0.36767
rico,-0.1924
rid,-0.09456
ride,0.01382
riding,-0.06557
ridker,0.41227
right,-0.14498
rightly,0.41284
rights,-0.1924
rigidity,0.41284
rigorous,-0.39814
rigorously,-0.59095
riley,0.41284
ring,0.06
rings,-0.06557
rip,0.41284
ripped,0.41227
ripping,0.11088
rise,-0.08988
risen,-0.67085
rises,-0.06617
rising,-0.37014
risk,-0.18065
riskier,-0.43497
riskiest,0.41227
risks,-0.31371
risky,-0.59636
rita,-0.28813
ritalin,0.11088
ritual,0.71422
rituxan,0.41227
rituximab,-0.06557
rival,0.06
rivals,0.11088
rivaroxaban,0.23639
river,-0.19137
rna,-0.59095
road,-0.35255
roan,0.53927
roasted,0.11088
rob,0.28811
robbins,0.41227
robert,-0.06317
robertson,0.41227
robinson,0.41284
robot,-0.37648
robotic,0.34781
robotics,0.11088
robust,0.04426
roche,-0.27355
rochester,-0.09855
rock,-0.11198
rocket,0.41227
rodents,-0.01436
roentgen,0.41227
roger,-0.11198
rogers,0.58985
rogue,-0.06557
role,-0.21137
roles,-0.43497
roll,-0.06572
roller,0.11088
rolling,-0.36767
rollout,0.11088
roman,1.0171
romania,-0.10114
rome,0.3167
ron,-0.76885
ronald,-0.06572
roof,0.11088
room,0.1097
rooms,0.11151
roosevelt,0.23639
root,0.08873
rooted,-0.28813
roots,-0.13302
rory,0.41227
ros,-0.28813
rosalind,0.41227
rose,0.09333
rosenberg,-0.06557
ross,-0.28813
rotated,0.41227
rotator,0.11088
roth,-0.28813
rothwell,-0.28813
rotterdam,0.63711
rouge,0.23639
roughly,-0.36169
roughness,0.41227
round,-0.49528
rounds,-0.25955
roussy,0.41227
route,0.41627
routes,0.41284
routine,-0.08411
routinely,-0.10213
routines,-0.19137
roux,0.11088
row,0.19084
rowe,0.11088
roy,0.04399
royal,0.38663
rubber,-0.19086
rubbing,0.11088
rule,-0.21909
ruled,0.19084
rules,-0.19137
ruling,0.4134
run,-0.14148
runaway,0.41227
runner,0.3167
runners,0.81356
running,0.09426
runs,-0.0671
rupp,0.41227
rupture,-0.43497
rural,-0.13302
rush,-0.21153
rushed,-0.43497
russian,-0.09456
rutgers,0.41284
ruth,0.11088
rwanda,-0.13369
ryan,-0.13302
rye,-0.19086
sa,-0.19086
sacco,-0.06557
sachs,0.11088
sacramento,0.58985
sacs,-0.06557
sad,-0.06572
saddest,0.41227
sadness,-0.43497
safe,-0.33975
safely,-0.24225
safer,-0.4554
safest,-0.06572
safety,-0.3053
sahakian,0.41227
sahara,-0.10114
saharan,0.11088
said,0.02326
saint,-0.17459
sake,0.23639
salad,0.3167
salads,-0.19086
sale,-0.31827
salem,-0.28813
sales,-0.11449
salicylate,0.11088
saline,-0.33075
salisbury,0.41227
saliva,0.11151
salivary,0.41227
salmon,0.06997
salt,0.014
salts,0.41227
salvador,-0.10114
sam,0.4134
samantha,0.71422
samoa,-0.10114
sample,-0.0761
samples,0.02443
sampling,-0.13302
san,-0.35136
sandon,0.11088
sandra,0.4134
sandwich,0.11088
sandwiches,0.11088
sanguine,0.41227
sanjay,-0.06572
sanofi,-0.52197
santa,-0.82393
santos,0.41227
sao,-0.0033
saper,0.71422
sapienza,0.41227
sapkota,0.41227
sara,0.41227
sarah,-0.43497
sarcoma,0.71422
sarcomas,0.41227
saslow,0.41227
sat,0.04399
satiety,-0.19086
satisfaction,-0.13369
satisfactory,0.11088
satisfied,-0.33075
satisfying,-0.19086
saturated,-0.25955
saturday,0.37986
saudi,-0.10114
saul,0.41227
sauna,0.41227
saunas,0.41227
save,-0.18031
saved,-0.30715
saves,-0.52197
saving,-0.51535
saw,-0.12117
say,-0.11037
saying,-0.19348
says,-0.16467
scaffold,0.41284
scale,-0.04406
scaled,-0.19086
scales,0.01382
scalp,-0.02787
scaly,0.41284
scan,0.09494
scandal,0.41227
scanned,-0.59095
scanner,-0.06572
scanners,-0.06572
scanning,0.17107
scans,0.26309
scar,0.03182
scared,0.04399
scares,-0.06557
scarred,-0.06557
scarring,-0.10114
scars,0.01382
scary,-0.3689
scattered,0.41227
scenario,-0.24288
scenarios,0.41397
scent,0.71422
schedule,-0.00755
scheduled,-0.21748
scheduling,0.41227
schiff,0.41227
schizophrenia,-0.06587
schmidt,0.23639
schneider,-0.19137
scholarship,0.41227
school,-0.24207
schools,-0.03585
schwartz,0.01382
scid,0.41227
science,-0.15993
sciences,-0.06921
scientific,-0.3127
scientifically,-0.33075
scientist,-0.39496
scientists,-0.01441
scissors,0.41227
sclerosis,-0.14365
sclerotherapy,0.41227
scoliosis,0.41227
scope,-0.06602
score,-0.19502
scored,0.05343
scores,-0.04868
scoring,0.28811
scotland,0.23639
scott,-0.3213
scottish,0.41227
scottsdale,0.41227
scoured,0.11088
scourge,-0.06557
scraped,-0.28813
scream,0.11088
screaming,0.41284
screen,0.05206
screened,-0.09005
screening,-0.00979
screenings,0.38944
screens,-0.13302
scrubbing,0.41227
scrutinize,0.58985
scrutiny,0.01388
se,0.81356
sea,-0.06572
seafood,0.11109
seal,0.11088
sealed,0.41227
sean,-0.49333
search,-0.16573
searched,0.41512
searches,0.11088
searching,0.11172
searing,0.41227
season,0.14469
seasonal,-0.13302
seat,-0.06557
seated,0.01382
seattle,-0.61019
second,-0.06133
secondary,-0.47841
seconds,-0.5495
secret,-0.59095
secrete,-0.28813
secreted,0.11088
secretion,-0.06557
secrets,0.41284
section,-1.02847
secure,0.23639
securities,0.11088
security,-0.35255
sedated,0.41284
sedation,0.20935
sedative,-0.06572
sedentary,-0.33075
see,-0.13687
seeding,0.11088
seeds,0.04399
seeing,-0.05761
seek,-0.25335
seeking,-0.20665
seeks,0.71422
seem,-0.39312
seemed,-0.2063
seeming,0.41284
seemingly,-0.43497
seems,-0.21307
seen,-0.09261
sees,-0.29076
segments,0.11088
seizure,-0.571
seizures,-0.33288
seldom,0.41284
select,-0.22571
selected,0.051
selecting,0.41397
selective,-0.61519
selectively,0.01382
self,-0.35907
sell,-0.47049
sellers,0.41227
selling,-0.21153
sells,-1.01172
semen,0.19084
semi,0.11088
seminal,0.41227
sen,-0.43497
senate,-0.06557
send,-0.37392
sending,0.20362
sends,-0.03585
senegal,-0.10114
senior,-0.02869
seniors,0.4134
sensation,-0.13369
sensations,0.04399
sense,-0.23578
senses,0.1113
sensible,-0.06557
sensing,-0.36767
sensitive,0.04537
sensitivity,0.14456
sensor,0.54192
sensors,0.15784
sensory,0.4134
sent,-0.11279
sentence,0.19084
seoul,-0.19086
separate,-0.39496
separately,0.4134
separates,0.41227
separating,0.41284
separation,-0.06557
sepsis,0.71422
sept,-0.10671
september,-0.19609
sequence,-0.13302
sequencing,0.01382
serbia,-0.10114
serena,-0.25955
series,0.14849
serious,-0.26966
seriously,-0.571
seriousness,0.11088
serotonin,-0.14644
serum,0.01382
served,-0.37139
serves,-0.21909
service,-0.20582
services,-0.37454
serving,0.01394
servings,-0.17028
session,-0.00049
sessions,-0.19827
set,-0.01711
setback,-0.06557
setbacks,0.28811
sets,0.23874
setting,0.02714
settings,-0.10114
seven,-0.12176
seventh,0.11109
seventy,0.53927
several,-0.18468
severe,0.01277
severely,-0.17459
severity,-0.03667
sewn,-0.19086
sex,-0.18712
sexual,0.12981
sexuality,0.23639
sexually,-0.41662
seychelles,-0.10114
shades,-0.06557
shadows,0.41227
shake,0.58985
shakes,0.41227
shaking,0.53927
shaky,0.23639
shallow,0.41227
sham,-0.27355
shame,-0.19086
shannon,-0.06557
shape,-0.17781
shaped,-0.52197
shapes,0.41284
shaping,0.41227
shapiro,0.23639
share,-0.26818
shared,-0.24288
shares,0.21114
shari,0.3167
sharing,-0.06572
sharon,-0.06557
sharp,-0.43657
sharpen,0.41227
sharpening,0.41227
sharper,0.11088
sharply,0.41454
shattering,0.41227
shave,0.41227
shaved,0.11088
shea,0.41227
shear,0.41227
sheath,0.11088
shed,-0.24428
shedding,0.01382
sheffield,0.11109
shelf,0.23639
shell,0.41284
shelves,0.11109
shepherd,0.11088
sherman,0.11088
shield,-0.19137
shielding,0.11088
shift,-0.23927
shifted,-0.06572
shifting,0.04399
shifts,0.04399
shin,0.41284
shionogi,0.11088
shipped,0.41284
shipping,0.11088
shock,0.15008
shocked,0.11151
shocking,0.51181
shocks,-0.06557
shoe,0.71422
shoes,0.63711
shook,0.41227
shop,-0.06572
shore,-0.22701
short,-0.2415
shortage,-0.36767
shortages,0.11088
shorten,-0.36767
shortened,0.28811
shortens,0.71422
shorter,0.04481
shortest,-0.19086
shortly,-0.11198
shortness,0.46836
shorts,0.41284
shot,-0.7136
shots,-0.20822
shoulder,-0.15374
shoulders,-0.33075
show,-0.03564
showed,-0.00375
shower,0.01382
showers,0.41227
showing,-0.05623
shown,-0.12324
shows,-0.07522
shraddha,0.41227
shrank,0.06
shrink,-0.43818
shrinkage,0.23795
shrinking,-0.15374
shrinks,-0.36767
shrunk,0.4134
shut,-0.289
shutting,0.28811
shy,-0.28813
sibling,0.41284
siblings,0.63711
sick,-0.22156
sicker,-0.19086
sickle,0.71422
sickness,0.01382
side,-0.28134
sided,-0.19086
sides,0.11172
siemens,-0.06557
sierra,-0.16401
sight,0.11151
sign,-0.20994
signal,-0.23504
signaling,-0.70598
signals,-0.07878
signature,0.23639
signed,-0.10114
significance,0.11193
significant,-0.02902
significantly,-0.07367
signs,-0.1295
silberstein,0.11088
silent,-0.06572
silicon,-0.06572
silicone,0.11088
silver,-0.289
silverberg,0.41227
similar,-0.30161
similarly,-0.02229
simon,0.53927
simple,0.0575
simpler,-0.06587
simply,-0.33466
simulate,0.41284
simulated,0.53927
simulation,0.41227
simulations,0.41227
simultaneously,-0.06602
simvastatin,0.41284
sinai,-0.01828
since,-0.16997
singapore,-0.06617
singh,0.01382
singing,0.11088
single,-0.2235
sink,0.23639
sinuses,-0.06557
sipped,0.41227
sirigu,0.11088
sister,0.35734
sisters,-0.19086
sit,-0.27355
site,-0.29525
siteman,0.41227
sites,-0.26185
sits,0.03182
sitting,0.11236
situation,-0.4554
situations,0.11236
six,-0.12575
sixteen,0.41227
sixth,-0.06602
size,-0.02733
sized,-0.01436
sizes,0.1113
skeleton,0.11088
skeptical,-0.14365
skepticism,-0.22701
skeptics,-0.63271
skewed,0.11088
skiing,-0.36767
skill,-0.28813
skilled,0.28811
skills,0.08511
skin,-0.09349
skinned,0.41227
skinny,0.11088
skins,0.41227
skip,-0.33075
skipped,0.11088
skipping,-0.28813
skull,-0.289
skyrocketed,0.41227
slated,0.28946
slathering,0.71422
sleep,-0.21801
sleepiness,-0.289
sleeping,-0.43818
sleeps,0.41227
sleeve,-0.13302
slender,0.71422
slept,-0.40402
slice,-0.06572
sliced,-0.19086
slices,0.28811
slide,0.11088
slideshow,0.41284
slight,0.014
slightly,-0.24882
slim,-0.24288
slimy,0.41227
slip,0.41227
sloan,-0.49925
slope,0.41227
slots,0.41227
slovakia,-0.10114
slovenia,-0.13369
slow,-0.21307
slowed,-0.09456
slower,-0.06602
slowing,-0.21909
slowly,-0.17741
slowness,0.41284
slows,-0.01436
sluggish,-0.19086
slurred,-0.19086
small,-0.10336
smaller,-0.13162
smallpox,0.41227
smart,-0.03264
smarter,0.11088
smartphone,-0.06587
smartphones,0.28811
smattering,0.41227
smear,-0.28813
smears,-0.19086
smell,0.04399
smells,0.41284
smile,0.04399
smiling,-0.19086
smith,-0.37139
smoke,-0.3258
smoked,-0.1924
smoker,-0.28813
smokers,-0.46402
smoking,-0.16715
smooth,0.41284
smoothly,-0.19086
snack,0.19084
snacks,-0.36767
snaked,0.41227
snap,0.81356
snapshot,0.28811
snapshots,0.41227
sneezing,-0.06557
sniffles,0.11088
snore,0.11088
snoring,-0.06557
snyder,-0.06557
soak,0.41227
soaked,0.11088
soared,-0.19086
soccer,0.335
sociability,0.41227
social,0.10713
socially,-0.28813
societies,-0.13302
society,-0.10491
socioeconomic,-0.06572
socks,0.11088
soda,0.01382
sodium,-0.10114
soft,0.37567
softer,-0.19086
software,0.00155
soil,0.11109
solar,0.41227
sold,-0.414
soldiers,-0.02787
solid,-0.15064
solomon,-0.13369
soluble,0.71422
solution,0.05289
solutions,0.03182
solve,0.335
solved,-0.28813
solving,0.15784
somalia,-0.10114
somebody,0.11172
someday,0.07681
somehow,-0.43657
someone,-0.24307
something,-0.18862
sometime,-0.43497
sometimes,-0.20428
somewhat,-0.08295
somewhere,-0.40402
son,-0.24711
songs,0.71422
sonia,-0.19086
soon,-0.12757
sooner,-0.06663
soothe,0.4134
soothing,0.23639
sophisticated,0.08182
sophomore,0.11088
sore,-0.54484
sorely,0.41284
soreness,-0.36767
sores,-0.06557
sorry,0.11109
sort,-0.01828
sorting,0.01382
sorts,-0.24288
sought,0.08873
soul,0.41227
sound,-0.02461
sounded,-0.13302
sounds,-0.49925
soup,0.41284
sour,-0.06557
source,-0.4101
sources,-0.02009
south,-0.05973
southeastern,-0.06557
southern,-0.11364
southwestern,-0.73852
souvenaid,0.41227
soy,-0.46689
soybeans,0.11088
space,-0.19292
spaced,-0.19086
spaces,0.01382
spaghetti,-0.19086
spain,-0.42364
spam,-0.10114
span,0.4134
spanning,0.41227
spare,-0.02787
spared,-0.19086
spares,0.11088
spark,-0.54484
sparked,0.01382
sparks,0.41284
spatial,0.28811
speak,-0.21909
speaking,0.03182
speaks,-0.40402
special,-0.11864
specialist,-0.25451
specialists,-0.17254
specialize,-0.06557
specialized,-0.28988
specializes,-0.03585
specializing,0.28811
specially,0.1113
specialties,-0.06557
specialty,-0.06572
species,-0.15374
specific,-0.08051
specifically,-0.18565
specificity,-0.15374
specified,0.11088
specify,-0.06557
specimens,-0.28813
spectroscopy,0.41227
spectrum,0.11343
speculate,-0.13302
speculated,-0.13302
speculates,0.23639
speech,-0.06633
speed,-0.18034
speedy,0.41227
spelled,0.41227
spelling,-0.06557
spend,-0.27133
spending,0.08182
spends,0.89124
spent,-0.09688
sperm,-0.21909
spermcheck,0.41227
spice,-0.06557
spices,0.41227
spider,0.41227
spiked,0.41227
spikes,-0.28813
spin,0.23639
spina,-0.06557
spinach,0.71572
spinal,-0.10071
spine,-0.30904
spines,0.11088
spira,-0.06557
spiral,0.19084
spiritual,-0.36767
spit,-0.28813
spite,-0.19086
split,-0.24288
spoke,-0.3689
spokesman,-0.53927
spokesperson,-0.54484
spokeswoman,-0.40688
sponge,-0.19086
sponsor,0.01382
sponsored,-0.26715
sponsoring,-0.06557
sponsors,-0.36767
spontaneous,0.28811
spontaneously,0.11088
spores,0.71422
sport,0.19084
sporting,0.58985
sports,0.04481
spot,-0.13573
spots,-0.09456
spotted,0.41227
spotting,0.335
spouse,0.28811
spouses,0.71422
spray,-0.12125
sprays,-0.289
spread,-0.02943
spreading,-0.06602
spreads,-0.19137
spring,-0.15493
springs,-0.06557
sprouts,0.11088
spur,-0.28988
spurred,-0.19086
spurs,0.11088
sputum,0.41284
squamous,0.11151
square,-0.13302
squared,0.41227
squat,0.41227
squeeze,0.58985
squibb,0.11236
sri,-0.10114
ssris,-0.49333
st,-0.10621
stabilise,0.11088
stability,-0.28813
stabilized,0.41284
stable,-0.22893
stacked,0.41284
staff,-0.78798
stage,0.0462
stages,0.14502
stairs,0.11172
stake,0.4134
stamp,0.41227
stance,0.11109
stand,0.07067
standalone,-0.19086
standard,-0.19531
standardized,-0.19189
standards,-0.59364
standing,0.08567
standpoint,0.04399
stands,-0.24428
stanford,-0.18419
staph,-0.19086
staphylococcus,0.11088
staple,-0.49333
staples,-0.06557
stapling,-0.19086
star,-0.01436
starches,0.23639
stark,0.41227
starling,0.41227
starr,0.11088
start,-0.13007
started,-0.02716
starting,-0.30764
starts,-0.12277
startup,0.53927
startups,-0.06557
starvation,-0.06557
state,-0.16351
stated,-0.0033
statement,0.094
states,-0.13756
static,-0.19086
statin,0.00608
stating,-0.28813
statins,-0.28512
statistical,-0.37265
statistically,-0.38581
statistics,-0.10114
status,-0.02009
stave,-0.99432
staving,0.11088
stay,-0.09421
stayed,-0.52197
staying,0.11257
stays,-0.15374
std,0.11088
steadily,0.01382
steady,-0.0033
steak,0.41227
stealthy,0.41227
steer,-0.36767
stefan,-0.06557
stein,0.71572
steinbaum,0.11109
stelara,0.41227
stem,-0.01484
stemming,0.11109
stems,0.1113
stenosis,0.23639
stent,0.07681
stenting,-0.24288
stents,-0.22701
step,-0.05788
stephanie,-0.43497
stephen,-0.12277
stepped,-0.59095
stepping,0.41227
steps,-0.22466
stereotactic,0.11088
sterile,-0.36767
sterility,-0.06557
sterilization,0.41227
steroid,-0.46689
steroidal,0.23717
steroids,-0.02787
steve,0.15784
steven,-0.71338
stevens,-0.06557
stevenson,0.71422
stick,-0.4851
sticking,-0.59095
sticks,-0.06557
sticky,-0.06572
stiff,0.41284
stiffness,0.30583
stigma,-0.15374
still,-0.3617
stimulant,-0.43497
stimulants,0.28811
stimulate,0.07407
stimulated,0.1113
stimulates,0.11214
stimulating,-0.19344
stimulation,-0.08044
stimulator,0.04399
stimulus,-0.06557
sting,-0.06557
stir,-0.43497
stirred,0.23639
stitches,0.11088
stock,-0.49726
stockholm,-0.06587
stolen,0.41227
stomach,-0.22151
stomachache,0.41227
stone,0.01382
stony,-0.36767
stood,0.41227
stool,-0.09456
stools,-0.06557
stop,-0.16879
stopgap,0.41227
stopped,-0.25071
stopping,0.06048
stops,-0.37014
storage,-0.43497
store,-0.08473
stored,0.01382
stores,-0.06633
stories,-0.1424
storms,0.41227
story,-0.39962
stove,0.41227
straight,-0.06617
strain,-0.31827
strains,-0.09456
strands,0.41284
strange,0.4134
strap,0.41284
strapped,-0.28813
strategic,-0.43497
strategies,-0.13504
strategy,-0.2151
strawberries,0.19084
stream,-0.13302
streamlined,0.41227
street,-0.08155
streeter,0.41227
streicher,0.41227
strength,0.12764
strengthen,-0.06587
strengthening,0.20935
strengths,0.11088
stress,0.1123
stressed,-0.35327
stresses,0.23639
stressful,0.41397
stretch,-0.63271
stretched,-0.36767
stretches,-0.49333
stretching,-0.22701
strict,-0.67085
strictly,0.01382
strike,-0.19086
strikes,-0.25955
striking,-0.61519
strikingly,0.41227
stringent,0.11109
stripped,0.23639
strips,-0.06557
stritch,0.41227
strive,0.11088
stroke,-0.13127
strokes,-0.27552
strong,-0.08031
stronger,0.04983
strongest,-0.21909
strongly,-0.22466
structural,0.34781
structure,-0.43818
structured,0.11109
structures,0.4134
struggle,-0.35255
struggled,-0.16401
struggling,-0.01445
stubborn,-0.36767
stuck,0.00155
student,0.14075
students,0.02674
studied,-0.23071
studies,-0.27312
studio,0.58985
study,-0.08447
studying,-0.05337
stuff,-0.43818
stumble,0.41227
style,0.06997
styles,0.41227
styling,-0.06557
